,Customer Name,Date,Ratings,Review Title,Review,Sentiment_Score,index,Review_Time,Month,Year
687,Vinay,Reviewed in India on 11 July 2019,1.0 out of 5 stars,Added sugar present,  Sugar free but added sugar present,neu,688,2019-07-11,7,2019
688,Mannu Mehta,Reviewed in India on 11 July 2019,5.0 out of 5 stars,Yogabar multigrain,  Nice flavor and healthy combo for breakfast for kids,pos,689,2019-07-11,7,2019
689,Jaideep Singh,Reviewed in India on 11 July 2019,5.0 out of 5 stars,Its delicious and healthy,  I really like this product. This multi grain and musli flavor serial is very healthy. My body feel very energetic after eating this in morning.  Value you for money And soon i wanna try their yoga bars as well.,pos,690,2019-07-11,7,2019
690,KAZUKI MAEDA,Reviewed in India on 11 July 2019,5.0 out of 5 stars,Tasty and quality,  It tastes nice it's wonderful to have with milk and at a good cost I am planning to order some packets best quality and worth for money,pos,691,2019-07-11,7,2019
691,Bala,Reviewed in India on 11 July 2019,5.0 out of 5 stars,Good Product,  Better price and offer.. Much better that CornFlaks..,pos,692,2019-07-11,7,2019
692,Pooja Devlekar,Reviewed in India on 10 July 2019,5.0 out of 5 stars,Value for money!,  It's a great product with amazing ingredients.,pos,693,2019-07-10,7,2019
693,Shiv Shankar Ash,Reviewed in India on 10 July 2019,5.0 out of 5 stars,No Sugar and perfect blend of flavors,  A great berakfast companion. I love yogabar products. No Sugar and perfectly packed!! Once bought you might never change your mind for other options!,pos,694,2019-07-10,7,2019
694,Mokshali Morakhiya,Reviewed in India on 10 July 2019,5.0 out of 5 stars,Awesome,"  Good quality, healthy food",pos,695,2019-07-10,7,2019
695,Brynel C.,Reviewed in India on 10 July 2019,5.0 out of 5 stars,Yoga bars are really good go for it superb quality,  It's too good muesli any another brands bagrry and keloggs yoga bar muesli it's superb blend mixture for healthy breakfast fruits nuts and seeds quantity quality it's best go for it without any high price brands,pos,696,2019-07-10,7,2019
696,Precious George,Reviewed in India on 9 July 2019,5.0 out of 5 stars,Simply amazing,"  I have tried many mueslis available in the market but this one has become my favourite, as u open the packet u get this amazing smell, so I tried it with milk in my breakfast and it tasted amazing, no sugary syrups added, there were dates, seeds and whatnot they tasted amazing, I gave it to my friends and they were like crazy about a muesli could taste like this, must buy if you are looking for a breakfast substitute.",pos,697,2019-07-09,7,2019
697,VINAY DOSHI,Reviewed in India on 9 July 2019,5.0 out of 5 stars,Muesli,  Good one,neu,698,2019-07-09,7,2019
698,omnath,Reviewed in India on 9 July 2019,3.0 out of 5 stars,Ok,  It's good . Not excellent for sure. You would need to add sugar to make it sweet.Otherwise it's good.Bit expensive though,neu,699,2019-07-09,7,2019
699,Paras Gambhir,Reviewed in India on 9 July 2019,5.0 out of 5 stars,"Healthy , Tasty and Value for Money!!","  This is the best Muesli that I have ever tasted. I am loving every bit of its  flavour and the crunchiness very much. Best thing that I liked about the product is that it is not only a healthy breakfast option but has no added artificial flavour or sugar . The right mix of oats, quinoa, brown rice flakes, chia seeds,other combination of healthy seeds and last but not the least has loads of dry fruits which make it a perfect breakfast for managing weight and cholesterol. I would surely recommend this product and it is a complete value for money.",pos,700,2019-07-09,7,2019
700,Sohail Hasan,Reviewed in India on 8 July 2019,5.0 out of 5 stars,Great in taste!,"  After trying their chocolate cranberry variant, I picked up this fruity and nutty muesli from Yoga Bar and it’s even better! A perfect mix of muesli with dried up fruits, nuts and seeds, it goes well with cold milk. I enjoy it best with a spoonful honey or no sugar at all. The crunch is yum and it fills you up for long too. The fibre keeps my system light and the mix of nuts and seeds delivers consistent energy and protein. I’m happy with this unique start to my day and loving my mornings even more! Pick it up if you’re on diet or just looking for a new breakfast cereal.",pos,701,2019-07-08,7,2019
701,Aditya sonkar,Reviewed in India on 8 July 2019,5.0 out of 5 stars,Amazing taste,"  This museli is so very tasty, you get the idea as soon as you open the packet, such a sweet smell comes that you become it's fan instantly.Now talking of the nourishment, it has around 10-12 GM's protein and good amounts of carbohydrates and good fats that keep you charge throughout the day, and preparing it is also very easy. Best suited for those who live in hostels or have to rush to work early in the morning and still want a healthy food.I recommend to buy this product.",pos,702,2019-07-08,7,2019
702,Best Product Reviews,Reviewed in India on 7 July 2019,4.0 out of 5 stars,"Healthy product, enough for breakfast",  I like this product very much now I can make this at home with oats and all other stuff and just wanted to try this.,neu,703,2019-07-07,7,2019
703,Fateh,Reviewed in India on 7 July 2019,5.0 out of 5 stars,Highly recomend it,"  Antioxidant Rich  Cranberry.82% Whole grains + Nuts + Seeds.Made from 100% Natural Ingredients.Whole grains: Quinoa, Oats and Brown Rice.Rich in Nuts and dried fruits: Almonds, Raisins, Dried Cranberries Rich in Seeds: Pumpkin, Chia and Flax.Truly its an amazing product coz it is healthy more on that its tasty .I strongly recomend it .Thanks to seller and amazon.",pos,704,2019-07-07,7,2019
704,Pooja Devlekar,Reviewed in India on 7 July 2019,5.0 out of 5 stars,Best option for breakfast,"  I am taking this in my breakfast along with peanut butter and protein shakeI love it's delicious taste and it is full of natural and healthy ingredients like Fruits, Nuts and museli Seeds, Quinoa, Oats and Brown Rice, Chia and Flax seeds . Being a gym freak it is a perfect Meal Replacement for me as it is high in protein and fibres ,I am fully satisfied with my purchase and  recommend it to all the gym freaks out there also I am thinking to try the other variants tooHope that they are equally delicious in taste.",pos,705,2019-07-07,7,2019
705,Shiv Shankar Ash,Reviewed in India on 6 July 2019,5.0 out of 5 stars,Stay fit!try this,"  The product has immense nutritional value and best suited for the people want to loose weight.No cholesterol or added sugar.Fully made of whole grain  and oats.This product makes morning easy with no cook,deliciously crunchy muesli!It is choice to be healthy and this product is best for the same.The flavour is very nice. You can make it regular intake food to have perfect body.This will enhance the strength and gives energy before workout as well.This product is gluten free .Additionally has high protein content and enriched with omega3.Try and get the best results.",pos,706,2019-07-06,7,2019
706,Tanya jaiswal,Reviewed in India on 6 July 2019,5.0 out of 5 stars,Excellent,"  Morning breakfast is now easy with this delicious crunchy muesli. Me being a fruits and nuts lover, loved it and it has all berries which gives awesome taste. All healthy ingredients like oats, brown rice, flakes, pumpkin, chia and flax seeds, this is a combined mixture of all healthy food perfect when you are on balance diet and will recommend to all",pos,707,2019-07-06,7,2019
707,Amazon Customer,Reviewed in India on 6 July 2019,5.0 out of 5 stars,Highly recommended,  Very health and fantastic flavour,pos,708,2019-07-06,7,2019
708,Anooja George,Reviewed in India on 6 July 2019,5.0 out of 5 stars,Must try... must buy,  Nutritious morning breakfast supplement,neu,709,2019-07-06,7,2019
709,Dr Uday Mehta,Reviewed in India on 6 July 2019,4.0 out of 5 stars,Packaging Details and Product not clear,"  I actually wanted to purchase cereal bars but landed up buying the museli instead since the packaging in bold displays your label as ""YOGA BAR"". I would suggest that the packaging should boldlydisplay the contents alongwith the label so that the customer doesn't get confused by the label and the actual content as in my case.",pos,710,2019-07-06,7,2019
710,Anthony,Reviewed in India on 5 July 2019,4.0 out of 5 stars,Good one,  Good product with strawberries flavour and best for the people who are in diet coz it contains good amounts of protein fiber and omega3 but the problem is a little bit pricy😄,pos,711,2019-07-05,7,2019
711,Mrutyunjaya Jena,Reviewed in India on 5 July 2019,5.0 out of 5 stars,A good breakfast cereal,"  Breakfast cereal is a healthy alternative if your goal is towards a healthy lifestyle and Yoga Bar is an Indian startup which provides healthy snack options at a very attractive price point. This is one of the product which I like otherwise. The assortment of fruits, nuts and seeds along with Museli and oats is a nice touch. The packet is quite presentable and looks interesting. Overall I am satisfied with my purchase and would definitely buy again.",pos,712,2019-07-05,7,2019
712,Customer,Reviewed in India on 5 July 2019,4.0 out of 5 stars,Cost is high,  Product is good but not Value of mony,neu,713,2019-07-05,7,2019
713,JANEY,Reviewed in India on 5 July 2019,5.0 out of 5 stars,Thanks Amazon 😍🤗,  Very tasty,neu,714,2019-07-05,7,2019
714,BIRBAL KUMAR JAIN,Reviewed in India on 5 July 2019,5.0 out of 5 stars,The perfect breakfast,"  Breakfast couldn't be better with this product. The museli is super yummy with lots of nuts and dry fruits. It makes it nice and crunchy .The best part the packing is nice , it comes with a zip lock so the crunch is also retained and museli remains fresh",pos,715,2019-07-05,7,2019
715,Suvangkar g.,Reviewed in India on 5 July 2019,5.0 out of 5 stars,perfect healthy breakfast option,  This muesli is perfect for healthy breakfast. It's made up of 92% whole grains and full of Proteins and fibre which is absolutely necessary for healthy body and mind. you will feel energetic whole day long.,pos,716,2019-07-05,7,2019
716,Pooja Devlekar,Reviewed in India on 5 July 2019,5.0 out of 5 stars,Awesome taste,  Nice,neu,717,2019-07-05,7,2019
717,Shiv Shankar Ash,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Way vetter than Kellogg's and other fake nutrition cereal.,  Sorry Kellogg's. You've been disappointing with your taste but overcompensating by your marketing. You're out. Get better.,neu,718,2019-07-04,7,2019
718,Aritra Guin,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Good taste for foreigner too.,  Good taste for asian foreigner.I feel not masara fraver so tasty.,neu,719,2019-07-04,7,2019
719,Rahul Gupta,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Good for breakfast,  Good for breakfast,neu,720,2019-07-04,7,2019
720,Ajay M.,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Eat healthy stay healthy,  The perfect breakfast with a divine flavor of cranberries and nuts.Worth buying the product since it comes in a huge packaging and its sufficient for a person to eat a healthy breakfast and stay healthier.Loved it.It tastes amazing.,pos,721,2019-07-04,7,2019
721,Pragyan P.,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Healthy and tasty,  Well packaged and super tasty and heathy. Quantity and taste of the product is too good.,pos,722,2019-07-04,7,2019
722,shruti,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Yummy,  Absolutely yummy and healthy. Not only did i but everyone in my family loved it. Best part is its available in other flavours too. Looks like this is going to be a part of my family breakfast and snack for a long long long time. Must try surely,pos,723,2019-07-04,7,2019
723,anil kumar,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Perfect Breakfast Snack,"  A Perfect Breakfast Snack and the best quality and perfect cost.A glorious blend of rolled and toasted whole grain flakes with raisins, apricots, cranberries.Rich in Nuts & Dried Fruits. This one perfectly fits like one of my meal options.",pos,724,2019-07-04,7,2019
724,Prof.M.P.Jaiswal,Reviewed in India on 4 July 2019,5.0 out of 5 stars,It's yummy and tasty 😋,  Nothing to say.... it's really best breakfast you can have... really tasty and healthy everyone will have it without any second thought.,pos,725,2019-07-04,7,2019
725,Namrata,Reviewed in India on 3 July 2019,5.0 out of 5 stars,Best breakfast,"  This muesli has a lot of anti-oxidants and had a mixture of fruits and seeds.The best part is blueberry,my personal favourite. Cranberries and apricots are a plus.You have rolled oats almonds..so much natural in one meal feels great.",pos,726,2019-07-03,7,2019
726,ViDS,Reviewed in India on 3 July 2019,4.0 out of 5 stars,good,  good healthy snacks,pos,727,2019-07-03,7,2019
727,giby,Reviewed in India on 3 July 2019,4.0 out of 5 stars,Try it,  Tasty but costly,neu,728,2019-07-03,7,2019
728,Pooja Devlekar,Reviewed in India on 2 July 2019,5.0 out of 5 stars,Much better than other brands,"  All ingredients mentioned on the box like oats, brown rice flakes, raisins, cranberries, apricots. Black currants ,quinoa, pumpkin, chia and flax seeds are added in good quantity.The packaging is also very practical, muesli is stored in zip-lock pouch. Its much better than kelloggs and bagrrys.",pos,729,2019-07-02,7,2019
729,Shiv Shankar Ash,Reviewed in India on 1 July 2019,5.0 out of 5 stars,Fit n lyt,  I use  to take it early after workout.. i observe that it is lyt and healthy...its flavour is amazing..i think all the products of yoga bar is jst amazing. Very  happy  to get this in a cheap rate..thanks,pos,730,2019-07-01,7,2019
730,amar maske,Reviewed in India on 1 July 2019,5.0 out of 5 stars,Tastier and healthier alternative.,"  Ordered this product few days back For a change! But I'm glad to say that i haven't got disappointed at all. As the name suggests it contains good amount of dry fruits,nuts and seeds and is really delicious. It's tastier, healthy and better than the other brands out in the market. It's available at a very pocket friendly price. The best thing is that this one do not contain corn flakes which i do not like at all and wanted a good replacement for that as well. I'd like to recommend this product to everyone.",pos,731,2019-07-01,7,2019
731,Amazon intellectual customer,Reviewed in India on 1 July 2019,4.0 out of 5 stars,"Nice combination of whole grains, dried fruits and seeds",  Loving the taste..,pos,732,2019-07-01,7,2019
732,payal,Reviewed in India on 30 June 2019,4.0 out of 5 stars,☺,  Tasted good..,neu,733,2019-06-30,6,2019
733,pr@rmgr,Reviewed in India on 30 June 2019,5.0 out of 5 stars,Good quality product yet a bit pricy,"  Folks, I like the good quality of the product and what I dislike is it's a bit pricy. I suggest for the same price, they should offer 500g instead of 400g. That would be true value for money. Else it's fine.",pos,734,2019-06-30,6,2019
734,Jigar,Reviewed in India on 28 June 2019,5.0 out of 5 stars,Feedback,  Very healthy and tasty,neu,735,2019-06-28,6,2019
735,Sweetu,Reviewed in India on 27 June 2019,5.0 out of 5 stars,A bit different type of Muesli and surprisingly tastes good as well,"  I am used to eating Kellogs Muesli on a regular basis. Wanted to try something different. Yogabar muesli has a lot of seeds, nuts and fruit pieces in it. Even though it has so many different things in it, it still tastes good and gives a healthy snack option.",pos,736,2019-06-27,6,2019
736,Anmol raj,Reviewed in India on 25 June 2019,5.0 out of 5 stars,Ok,  Ok,neu,737,2019-06-25,6,2019
737,Nidhi Verma,Reviewed in India on 25 June 2019,5.0 out of 5 stars,Good product,  Great taste..,pos,738,2019-06-25,6,2019
738,Ramesh K,Reviewed in India on 24 June 2019,4.0 out of 5 stars,Yogabar Wholegrain Breakfast Muesli Fruits,  Not very attractive,neu,739,2019-06-24,6,2019
739,Amazon Customer,Reviewed in India on 24 June 2019,5.0 out of 5 stars,Good,  Good,neu,740,2019-06-24,6,2019
740,Pooja Devlekar,Reviewed in India on 22 June 2019,1.0 out of 5 stars,PRODUCT NOT UP TO THE MARK,  Product not up to the mark nor its customer care.,neu,741,2019-06-22,6,2019
741,Shiv Shankar Ash,Reviewed in India on 21 June 2019,4.0 out of 5 stars,Good product,  Taste not very good but good for your health,pos,742,2019-06-21,6,2019
742,Swathi,Reviewed in India on 21 June 2019,5.0 out of 5 stars,Good Product with delicious flavor,  Excellent mix of all seeds and grains,pos,743,2019-06-21,6,2019
743,Suss,Reviewed in India on 20 June 2019,5.0 out of 5 stars,Great ❤,  It has lots of dry fruits.Good and healthy. It has sweetness to it so you don't need to use any extra sugar.  But if you want you can accn to ur taste.Its taste more good wen u mix it with cornflakes.,pos,744,2019-06-20,6,2019
744,Ali Husain,Reviewed in India on 18 June 2019,5.0 out of 5 stars,Just go for it,  It so good and tasty. Super healthy. A definite buy,pos,745,2019-06-18,6,2019
745,sakshay,Reviewed in India on 18 June 2019,5.0 out of 5 stars,best for breakfast full of fiber and protiens,"  this is a very good and amazing product who don't have time to cook breakfast, this is fast and easy full of nutrients better in taste full of fibers and protein raw nuts and much more.I recommend it for the best breakfast in a hurry.",pos,746,2019-06-18,6,2019
746,RS,Reviewed in India on 17 June 2019,1.0 out of 5 stars,Not Good.,"  Very hard, full of Sugar.",neu,747,2019-06-17,6,2019
747,FORCE INDIA,Reviewed in India on 9 June 2019,5.0 out of 5 stars,Nice,  I loved it !,pos,748,2019-06-09,6,2019
748,Mritunjay Kumar,Reviewed in India on 7 June 2019,5.0 out of 5 stars,Good to buy,  Good taste. healthy product,pos,749,2019-06-07,6,2019
749,Monica,Reviewed in India on 7 June 2019,5.0 out of 5 stars,Good,  Good,neu,750,2019-06-07,6,2019
750,Ram,Reviewed in India on 7 June 2019,5.0 out of 5 stars,Good musli with lots of fruit chunks and nuts,  It's better than Kellogg's musli and other brands. Taste is decent.,neu,751,2019-06-07,6,2019
751,Mithun,Reviewed in India on 6 June 2019,5.0 out of 5 stars,Nice,  I like it..,neu,752,2019-06-06,6,2019
752,Pooja Devlekar,Reviewed in India on 4 June 2019,5.0 out of 5 stars,Excellent,  Loving the taste and the quantity of seeds and nuts in this. Adding more flavors or variants would be a plus. Overall I am addicted to this cereal.,neu,753,2019-06-04,6,2019
753,Shiv Shankar Ash,Reviewed in India on 3 June 2019,5.0 out of 5 stars,One of the best muesli,  Very scrumptious,pos,754,2019-06-03,6,2019
754,aravind p nair,Reviewed in India on 3 June 2019,1.0 out of 5 stars,Plz don't by this item Vry bed test,  Not gud item,neu,755,2019-06-03,6,2019
755,Krishna,Reviewed in India on 3 June 2019,5.0 out of 5 stars,Taste is very good and yummy..,  Recommended to buy. Super crunchy flavour... Yyyuuummmm,pos,756,2019-06-03,6,2019
756,Viney Sagar,Reviewed in India on 1 June 2019,4.0 out of 5 stars,Best,  Best,pos,757,2019-06-01,6,2019
757,vivek,Reviewed in India on 31 May 2019,5.0 out of 5 stars,Thanq,  Value for money please increas quantity more,pos,758,2019-05-31,5,2019
758,pallavi,Reviewed in India on 30 May 2019,5.0 out of 5 stars,Best among the morning cereals,  I have tried different Muesli brands. This one so far is the best one and more close to original Swiss Muesli. Too bad that it is not available in my local supermarket. I have to order this every time through Amazon only.,pos,759,2019-05-30,5,2019
759,UTKARSH SHARMA,Reviewed in India on 30 May 2019,5.0 out of 5 stars,"Good Muesli, overpriced on Amazon",  I found this for 200/- in the local general store.The Chocolate flavour is good too.,neu,760,2019-05-30,5,2019
760,Sayon Overseas,Reviewed in India on 29 May 2019,4.0 out of 5 stars,Can buy once,  Good. Can buy once,neu,761,2019-05-29,5,2019
761,Amazon Customer,Reviewed in India on 29 May 2019,4.0 out of 5 stars,Taking too much time,  Good,neu,762,2019-05-29,5,2019
762,anvi,Reviewed in India on 29 May 2019,5.0 out of 5 stars,7007118461,  I love it,pos,763,2019-05-29,5,2019
763,Amazon Customer,Reviewed in India on 27 May 2019,5.0 out of 5 stars,Dub dub,  Good,neu,764,2019-05-27,5,2019
764,Pooja Devlekar,Reviewed in India on 27 May 2019,2.0 out of 5 stars,Disappointed,"  The Muesli had very little nuts and a lot of seeds. Some of the raisins still had their stems/twigs attached to the fruit, suggesting they were not cleaned before mixing. Didn't enjoy the product as much as I had thought I will. Big disappointment.",neg,765,2019-05-27,5,2019
765,Shiv Shankar Ash,Reviewed in India on 26 May 2019,5.0 out of 5 stars,Nice taste.,  Healthy food and I will buy it again.,neu,766,2019-05-26,5,2019
766,dilip,Reviewed in India on 25 May 2019,5.0 out of 5 stars,Just wow,  Amazing product ...i was using healthkart cereal but in regular it become worse in test but this is amazing test ...just go for it...i have brought many brands but found those cheater who put false rating ...but now found good one ..and I'm not writing bcz i have been paid... I'm writing bcz no one's money should be wested,neu,767,2019-05-25,5,2019
767,kanhaiya,Reviewed in India on 25 May 2019,4.0 out of 5 stars,Delicious,"  It got my 12 year old to eat muesli for breakfast, which is a good thing!",neu,768,2019-05-25,5,2019
768,Sneha,Reviewed in India on 23 May 2019,5.0 out of 5 stars,Excellent Mueseli,"  Excellent product way ahead then baggry & Kellogg’s, less sugar good packaging in ziplock pouch..",pos,769,2019-05-23,5,2019
769,Prachi Jain,Reviewed in India on 23 May 2019,3.0 out of 5 stars,Cream biscuit/waffers taste..not good,  Taste is like strawberry cream biscuit/waffers..not for those who are planning to reduce weight..Please choose kellog's Muesli fruit instead..it has better taste..if you are on strict diet then please choose Baggry's muesli which is plain and not sweet at all..Tried Yogabar once and going back to Kellog's..,pos,770,2019-05-23,5,2019
770,JLG,Reviewed in India on 22 May 2019,5.0 out of 5 stars,"Healthy, delicious and worth the money","  Tastes good and healthy too.. a good replacement for breakfast esp. If work timings are tight for cooking a elaborate breakfast... i have it with honey, milk and dates syrup... love the combo",pos,771,2019-05-22,5,2019
771,Jay,Reviewed in India on 21 May 2019,4.0 out of 5 stars,"Good quality, excellent packaging",  Bought this as it is one of the very few muesli with seeds. I'd have preferred a more crunchy texture but it isn't so bad. Ingredients used seem to be of good quality especially the raisins but are a bit too large for my liking. The packaging is really good. The muesli is in a resealable pouch with one transparent side which helps check the level of cereal remaining,pos,772,2019-05-21,5,2019
772,Shaurya mishra,Reviewed in India on 19 May 2019,2.0 out of 5 stars,Bad experiance,  Very less protien. 50 gm =  6 gm protien..  Bulshit.  Atleast 20 gm protien should be there... Protien is most important nutrient.,neu,773,2019-05-19,5,2019
773,Amazon Customer,Reviewed in India on 16 May 2019,5.0 out of 5 stars,Good job yogabar,  Its a nice balanced breakfast. Just add milk. And you are ready to eat. Nice crunch of seeds and sweetness of fruits. You dont need to add any sugar at all. Starts my day well.,pos,774,2019-05-16,5,2019
774,Kiran,Reviewed in India on 14 May 2019,3.0 out of 5 stars,Tastes yuck,  Taste damn bad nd others r much better i think taste wise.,neu,775,2019-05-14,5,2019
775,Piyush agrawal,Reviewed in India on 13 May 2019,5.0 out of 5 stars,Loving it,"  OMG this is the best muesli i have ever tasted. No added sugar, but the fruits more than make up for the taste. Go for it",neu,776,2019-05-13,5,2019
776,Pooja Devlekar,Reviewed in India on 11 May 2019,5.0 out of 5 stars,Really good when compared to commercial brands like Kelloggs,  The quality of the ingredients is good when compared to commercial brands like Kelloggs. Will definitely buy again!!,pos,777,2019-05-11,5,2019
777,Shiv Shankar Ash,Reviewed in India on 10 May 2019,3.0 out of 5 stars,Just adding nuts and berries Doesn't make it good,  Just adding nuts and berries Doesn't make it good,neg,778,2019-05-10,5,2019
778,शंभूराजे,Reviewed in India on 9 May 2019,5.0 out of 5 stars,Must have breakfast muesli...,  Price should be a little less...,neu,779,2019-05-09,5,2019
779,Ajitesh,Reviewed in India on 8 May 2019,5.0 out of 5 stars,Good product,"  Quality is excellent, a bit costly thou",pos,780,2019-05-08,5,2019
780,anita garasiya,Reviewed in India on 4 May 2019,5.0 out of 5 stars,Good product,  Flavour and taste both good,neu,781,2019-05-04,5,2019
781,akash,Reviewed in India on 3 May 2019,2.0 out of 5 stars,normal,  not that great just ok quality and taste. tried first time this brand not a happy experience. will buy different items now and make it at home,neg,782,2019-05-03,5,2019
782,Soma,Reviewed in India on 3 May 2019,3.0 out of 5 stars,Small stone found in muesli :(,  Found small stone in muesli.... Very disappointed on very first day of my diet.,neg,783,2019-05-03,5,2019
783,vish,Reviewed in India on 2 May 2019,5.0 out of 5 stars,Good cereal,"  Although the product is a bit more on the expensive side, the quality of the cereal is really good and has lots of nuts and berries which are not sugar coated.",neu,784,2019-05-02,5,2019
784,LR.,Reviewed in India on 27 April 2019,3.0 out of 5 stars,🌟🌟🌟,  👎,neu,785,2019-04-27,4,2019
785,Archo91,Reviewed in India on 26 April 2019,5.0 out of 5 stars,Good,  Good taste,neu,786,2019-04-26,4,2019
786,Saroj,Reviewed in India on 23 April 2019,5.0 out of 5 stars,Le skte ho,  Shandar taste,neu,787,2019-04-23,4,2019
787,Sindhu,Reviewed in India on 19 April 2019,5.0 out of 5 stars,Go for it,  Im searching for best musli that contains low sugar and have natural ingredients. Im searching from last 3/4 months and I finally get this that satisfies my expectations,pos,788,2019-04-19,4,2019
788,Pooja Devlekar,Reviewed in India on 17 April 2019,5.0 out of 5 stars,Healthy & Tasty,  Good healthy product with great taste.,pos,789,2019-04-17,4,2019
789,Shiv Shankar Ash,Reviewed in India on 16 April 2019,5.0 out of 5 stars,Best morning breakfast,  Taste is best and quality is good .. Don't think about go for it,pos,790,2019-04-16,4,2019
790,ANUJ khanna,Reviewed in India on 15 April 2019,5.0 out of 5 stars,Very nice food,  Really good,neu,791,2019-04-15,4,2019
791,"Mrs. D'Silva, Mangalore, Karnataka",Reviewed in India on 9 April 2019,5.0 out of 5 stars,Health y,  Tasty,neu,792,2019-04-09,4,2019
792,Kagalkar,Reviewed in India on 9 April 2019,5.0 out of 5 stars,Very good,  Healthy and testy,neu,793,2019-04-09,4,2019
793,Debkumar Singha,Reviewed in India on 8 April 2019,5.0 out of 5 stars,Super tastey 😋😋😋😋😋😋😋😋,  Super tastey😋😋😋😋 and full of dry fruits. Crunchy and healthy. Go for it. You can take it with both cold or hot milk. Perfect breakfast to kick off the day,pos,794,2019-04-08,4,2019
794,Anisha,Reviewed in India on 6 April 2019,4.0 out of 5 stars,Just ok,"  It is crunchy n good,I like the little pumpkin seeds which r un4tunately less in it..I gave 3stars (see update) coz it's very sweet 4me,I dnt eat that much sweet,so I was drinking cold milk with it (without pouring the milk in it,otherwise it wud have lost its crunch)..the milk seem 2help cut down all the sweetness..but the sweetness is not from sugar,it comes from Jaggery that has been added 2it..I dnt love the taste very much,but I dnt dislike it either..if this helps me loose weight a little bit,why not eat it :-)I also got the dark chocolate one,will try it after finishing this1 :-)Try it out :-)Update-after 3-4days of eating this,I started 2like it very much (giving 4stars now)..if I loose weight, I'll give 5stars :-D",pos,795,2019-04-06,4,2019
795,Kartikey,Reviewed in India on 5 April 2019,5.0 out of 5 stars,Good Product,  Fresh and Healthy with a combination of fruits & seeds. Good choice for morning breakfast.,pos,796,2019-04-05,4,2019
796,Kalidas Nilapalle,Reviewed in India on 4 April 2019,5.0 out of 5 stars,Great in taste !,"  I totally loved this product , both for crunchiness and taste ! The cranberries and raisins add to the sweetness and flavor ; while the crunchy texture of seeds are delightful ! It could have been more affordably priced as its a v healthy family breakfast option , and can be consumed daily .",pos,797,2019-04-04,4,2019
797,mia,Reviewed in India on 3 April 2019,5.0 out of 5 stars,Good for Breakfast .,  Tasty and Healthy. No Sugar added . Gives you a prefect breakfast. Also beware that it should be kept in airtight containers. And Some insect might get inside. so keep in hygenic place.,neu,798,2019-04-03,4,2019
798,stw 1234,Reviewed in India on 3 April 2019,5.0 out of 5 stars,Quality  breakfast,"  The Muesli is a perfect mixture of Wheat, Corn grits, Rolled Barley, Rolled oats, Rice & Dry Fruits & Nuts- 20%(Raisins, Almonds).It is filled up with Vitamins, Minerals and Antioxidant which is needed for you everyday just mix some fruits what all you like and the best dish is ready for you.",pos,799,2019-04-03,4,2019
799,Paresh,Reviewed in India on 3 April 2019,5.0 out of 5 stars,Very Healthy breakfast,  Great taste. Very healthy. Go for it!!,pos,800,2019-04-03,4,2019
800,Pooja Devlekar,Reviewed in India on 30 March 2019,5.0 out of 5 stars,Yummy plus healthy,"  You will not get better and healthier muesli in India. Yoga bar guys have ticked all the boxes. Kudos!! Give me marketing job with you guys!! Damn, usp is the quality!!",neg,801,2019-03-30,3,2019
801,Shiv Shankar Ash,Reviewed in India on 30 March 2019,5.0 out of 5 stars,Super,  Super,pos,802,2019-03-30,3,2019
802,Arun,Reviewed in India on 29 March 2019,1.0 out of 5 stars,Bad choice,  Worst product. Taste is very bad... Not up to the mark.,neg,803,2019-03-29,3,2019
803,Amaaazon customer,Reviewed in India on 29 March 2019,5.0 out of 5 stars,Fruits museli,  Good tasty product,neu,804,2019-03-29,3,2019
804,Rahul Agrawal,Reviewed in India on 28 March 2019,4.0 out of 5 stars,Perfect Morning Cereal,  This is the perfect morning breakfast cereal for the job-goers.,pos,805,2019-03-28,3,2019
805,DrPandya,Reviewed in India on 27 March 2019,5.0 out of 5 stars,Healthy Tasty,"  Nice productAS IT CONTAINS VERY LESS HARMFUL 3 SSODIUM ,SATURATES AND SUGARI LIKED THE PRODUCTDEFINITELY ONE SHOULD BUY THIS MUESLI IF SOMEONE IS VERY HEALTH CONSIOUS",pos,806,2019-03-27,3,2019
806,Patricia Vishwanathan,Reviewed in India on 27 March 2019,5.0 out of 5 stars,Good source,  Good for breakfast,neu,807,2019-03-27,3,2019
807,Anukampa,Reviewed in India on 24 March 2019,5.0 out of 5 stars,Delicious and healthy,  Very nutritious and tasty!,neu,808,2019-03-24,3,2019
808,Amzn consumer,Reviewed in India on 23 March 2019,1.0 out of 5 stars,didnt like it,  Not that tasty,neu,809,2019-03-23,3,2019
809,Ravi Sharma,Reviewed in India on 21 March 2019,5.0 out of 5 stars,Healthy snack,"  The product is best for my morning brkfast and pre/post workout. The taste is just fine, with the sweetness coming from natural ingredients. It makes a good rich in fibre, protien and carbs all in one snack. Hope it makes. Delivery by Amazon was on time.",pos,810,2019-03-21,3,2019
810,Akshita Dhiman,Reviewed in India on 20 March 2019,4.0 out of 5 stars,Good,  Good,neu,811,2019-03-20,3,2019
