S.No.,Customer Name,Date,Ratings,Review Title,Review,Review_Time,Month,Year,index,Ratingsint,Word_Length,Character_Length,,Helpful Votes,test ,
705,Shiv Shankar Ash,Reviewed in India on 6 July 2019,5.0 out of 5 stars,Stay fit!try this,"  The product has immense nutritional value and best suited for the people want to loose weight.No cholesterol or added sugar.Fully made of whole grain  and oats.This product makes morning easy with no cook,deliciously crunchy muesli!It is choice to be healthy and this product is best for the same.The flavour is very nice. You can make it regular intake food to have perfect body.This will enhance the strength and gives energy before workout as well.This product is gluten free .Additionally has high protein content and enriched with omega3.Try and get the best results.",06-07-19,July,2019,706,5,92,574,,          Helpful,0.00E+00,
706,Tanya jaiswal,Reviewed in India on 6 July 2019,5.0 out of 5 stars,Excellent,"  Morning breakfast is now easy with this delicious crunchy muesli. Me being a fruits and nuts lover, loved it and it has all berries which gives awesome taste. All healthy ingredients like oats, brown rice, flakes, pumpkin, chia and flax seeds, this is a combined mixture of all healthy food perfect when you are on balance diet and will recommend to all",06-07-19,July,2019,707,5,62,355,,          Helpful,0.00E+00,
707,Amazon Customer,Reviewed in India on 6 July 2019,5.0 out of 5 stars,Highly recommended,  Very health and fantastic flavour,06-07-19,July,2019,708,5,5,35,,          Helpful,0.00E+00,
708,Anooja George,Reviewed in India on 6 July 2019,5.0 out of 5 stars,Must try... must buy,  Nutritious morning breakfast supplement,06-07-19,July,2019,709,5,4,41,,          Helpful,0.00E+00,
709,Dr Uday Mehta,Reviewed in India on 6 July 2019,4.0 out of 5 stars,Packaging Details and Product not clear,"  I actually wanted to purchase cereal bars but landed up buying the museli instead since the packaging in bold displays your label as ""YOGA BAR"". I would suggest that the packaging should boldlydisplay the contents alongwith the label so that the customer doesn't get confused by the label and the actual content as in my case.",06-07-19,July,2019,710,4,56,328,,          Helpful,0.00E+00,
710,Anthony,Reviewed in India on 5 July 2019,4.0 out of 5 stars,Good one,  Good product with strawberries flavour and best for the people who are in diet coz it contains good amounts of protein fiber and omega3 but the problem is a little bit pricy😄,05-07-19,July,2019,711,4,32,176,,          Helpful,0.00E+00,
711,Mrutyunjaya Jena,Reviewed in India on 5 July 2019,5.0 out of 5 stars,A good breakfast cereal,"  Breakfast cereal is a healthy alternative if your goal is towards a healthy lifestyle and Yoga Bar is an Indian startup which provides healthy snack options at a very attractive price point. This is one of the product which I like otherwise. The assortment of fruits, nuts and seeds along with Museli and oats is a nice touch. The packet is quite presentable and looks interesting. Overall I am satisfied with my purchase and would definitely buy again.",05-07-19,July,2019,712,5,78,455,,          Helpful,0.00E+00,
712,Customer,Reviewed in India on 5 July 2019,4.0 out of 5 stars,Cost is high,  Product is good but not Value of mony,05-07-19,July,2019,713,4,8,39,,          Helpful,0.00E+00,
713,JANEY,Reviewed in India on 5 July 2019,5.0 out of 5 stars,Thanks Amazon 😍🤗,  Very tasty,05-07-19,July,2019,714,5,2,12,,"One person found this helpful

          Helpful",1.00E+00,
714,BIRBAL KUMAR JAIN,Reviewed in India on 5 July 2019,5.0 out of 5 stars,The perfect breakfast,"  Breakfast couldn't be better with this product. The museli is super yummy with lots of nuts and dry fruits. It makes it nice and crunchy .The best part the packing is nice , it comes with a zip lock so the crunch is also retained and museli remains fresh",05-07-19,July,2019,715,5,49,256,,          Helpful,0.00E+00,
715,Suvangkar g.,Reviewed in India on 5 July 2019,5.0 out of 5 stars,perfect healthy breakfast option,  This muesli is perfect for healthy breakfast. It's made up of 92% whole grains and full of Proteins and fibre which is absolutely necessary for healthy body and mind. you will feel energetic whole day long.,05-07-19,July,2019,716,5,36,208,,          Helpful,0.00E+00,
716,Pooja Devlekar,Reviewed in India on 5 July 2019,5.0 out of 5 stars,Awesome taste,  Nice,05-07-19,July,2019,717,5,1,6,,          Helpful,0.00E+00,
717,Shiv Shankar Ash,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Way vetter than Kellogg's and other fake nutrition cereal.,  Sorry Kellogg's. You've been disappointing with your taste but overcompensating by your marketing. You're out. Get better.,04-07-19,July,2019,718,5,17,124,,          Helpful,0.00E+00,
718,Aritra Guin,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Good taste for foreigner too.,  Good taste for asian foreigner.I feel not masara fraver so tasty.,04-07-19,July,2019,719,5,11,67,,          Helpful,0.00E+00,
719,Rahul Gupta,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Good for breakfast,  Good for breakfast,04-07-19,July,2019,720,5,3,20,,"One person found this helpful

          Helpful",1.00E+00,
720,Ajay M.,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Eat healthy stay healthy,  The perfect breakfast with a divine flavor of cranberries and nuts.Worth buying the product since it comes in a huge packaging and its sufficient for a person to eat a healthy breakfast and stay healthier.Loved it.It tastes amazing.,04-07-19,July,2019,721,5,38,234,,          Helpful,0.00E+00,
721,Pragyan P.,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Healthy and tasty,  Well packaged and super tasty and heathy. Quantity and taste of the product is too good.,04-07-19,July,2019,722,5,16,90,,          Helpful,0.00E+00,
722,shruti,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Yummy,  Absolutely yummy and healthy. Not only did i but everyone in my family loved it. Best part is its available in other flavours too. Looks like this is going to be a part of my family breakfast and snack for a long long long time. Must try surely,04-07-19,July,2019,723,5,48,246,,          Helpful,0.00E+00,
723,anil kumar,Reviewed in India on 4 July 2019,5.0 out of 5 stars,Perfect Breakfast Snack,"  A Perfect Breakfast Snack and the best quality and perfect cost.A glorious blend of rolled and toasted whole grain flakes with raisins, apricots, cranberries.Rich in Nuts & Dried Fruits. This one perfectly fits like one of my meal options.",04-07-19,July,2019,724,5,39,241,,          Helpful,0.00E+00,
724,Prof.M.P.Jaiswal,Reviewed in India on 4 July 2019,5.0 out of 5 stars,It's yummy and tasty 😋,  Nothing to say.... it's really best breakfast you can have... really tasty and healthy everyone will have it without any second thought.,04-07-19,July,2019,725,5,22,138,,          Helpful,0.00E+00,
725,Namrata,Reviewed in India on 3 July 2019,5.0 out of 5 stars,Best breakfast,"  This muesli has a lot of anti-oxidants and had a mixture of fruits and seeds.The best part is blueberry,my personal favourite. Cranberries and apricots are a plus.You have rolled oats almonds..so much natural in one meal feels great.",03-07-19,July,2019,726,5,38,235,,          Helpful,0.00E+00,
726,ViDS,Reviewed in India on 3 July 2019,4.0 out of 5 stars,good,  good healthy snacks,03-07-19,July,2019,727,4,3,21,,          Helpful,0.00E+00,
727,giby,Reviewed in India on 3 July 2019,4.0 out of 5 stars,Try it,  Tasty but costly,03-07-19,July,2019,728,4,3,18,,          Helpful,0.00E+00,
728,Pooja Devlekar,Reviewed in India on 2 July 2019,5.0 out of 5 stars,Much better than other brands,"  All ingredients mentioned on the box like oats, brown rice flakes, raisins, cranberries, apricots. Black currants ,quinoa, pumpkin, chia and flax seeds are added in good quantity.The packaging is also very practical, muesli is stored in zip-lock pouch. Its much better than kelloggs and bagrrys.",02-07-19,July,2019,729,5,45,297,,          Helpful,0.00E+00,
729,Shiv Shankar Ash,Reviewed in India on 1 July 2019,5.0 out of 5 stars,Fit n lyt,  I use  to take it early after workout.. i observe that it is lyt and healthy...its flavour is amazing..i think all the products of yoga bar is jst amazing. Very  happy  to get this in a cheap rate..thanks,01-07-19,July,2019,730,5,38,206,,"One person found this helpful

          Helpful",1.00E+00,
730,amar maske,Reviewed in India on 1 July 2019,5.0 out of 5 stars,Tastier and healthier alternative.,"  Ordered this product few days back For a change! But I'm glad to say that i haven't got disappointed at all. As the name suggests it contains good amount of dry fruits,nuts and seeds and is really delicious. It's tastier, healthy and better than the other brands out in the market. It's available at a very pocket friendly price. The best thing is that this one do not contain corn flakes which i do not like at all and wanted a good replacement for that as well. I'd like to recommend this product to everyone.",01-07-19,July,2019,731,5,95,513,,"One person found this helpful

          Helpful",1.00E+00,
731,Amazon intellectual customer,Reviewed in India on 1 July 2019,4.0 out of 5 stars,"Nice combination of whole grains, dried fruits and seeds",  Loving the taste..,01-07-19,July,2019,732,4,3,20,,"One person found this helpful

          Helpful",1.00E+00,
732,payal,Reviewed in India on 30 June 2019,4.0 out of 5 stars,☺,  Tasted good..,30-06-19,June,2019,733,4,2,15,,          Helpful,0.00E+00,
733,pr@rmgr,Reviewed in India on 30 June 2019,5.0 out of 5 stars,Good quality product yet a bit pricy,"  Folks, I like the good quality of the product and what I dislike is it's a bit pricy. I suggest for the same price, they should offer 500g instead of 400g. That would be true value for money. Else it's fine.",30-06-19,June,2019,734,5,41,209,,          Helpful,0.00E+00,
734,Jigar,Reviewed in India on 28 June 2019,5.0 out of 5 stars,Feedback,  Very healthy and tasty,28-06-19,June,2019,735,5,4,24,,          Helpful,0.00E+00,
735,Sweetu,Reviewed in India on 27 June 2019,5.0 out of 5 stars,A bit different type of Muesli and surprisingly tastes good as well,"  I am used to eating Kellogs Muesli on a regular basis. Wanted to try something different. Yogabar muesli has a lot of seeds, nuts and fruit pieces in it. Even though it has so many different things in it, it still tastes good and gives a healthy snack option.",27-06-19,June,2019,736,5,49,261,,          Helpful,0.00E+00,
736,Anmol raj,Reviewed in India on 25 June 2019,5.0 out of 5 stars,Ok,  Ok,25-06-19,June,2019,737,5,1,4,,          Helpful,0.00E+00,
737,Nidhi Verma,Reviewed in India on 25 June 2019,5.0 out of 5 stars,Good product,  Great taste..,25-06-19,June,2019,738,5,2,15,,          Helpful,0.00E+00,
738,Ramesh K,Reviewed in India on 24 June 2019,4.0 out of 5 stars,Yogabar Wholegrain Breakfast Muesli Fruits,  Not very attractive,24-06-19,June,2019,739,4,3,21,,          Helpful,0.00E+00,
739,Amazon Customer,Reviewed in India on 24 June 2019,5.0 out of 5 stars,Good,  Good,24-06-19,June,2019,740,5,1,6,,          Helpful,0.00E+00,
740,Pooja Devlekar,Reviewed in India on 22 June 2019,1.0 out of 5 stars,PRODUCT NOT UP TO THE MARK,  Product not up to the mark nor its customer care.,22-06-19,June,2019,741,1,10,51,,          Helpful,0.00E+00,
741,Shiv Shankar Ash,Reviewed in India on 21 June 2019,4.0 out of 5 stars,Good product,  Taste not very good but good for your health,21-06-19,June,2019,742,4,9,46,,          Helpful,0.00E+00,
742,Swathi,Reviewed in India on 21 June 2019,5.0 out of 5 stars,Good Product with delicious flavor,  Excellent mix of all seeds and grains,21-06-19,June,2019,743,5,7,39,,          Helpful,0.00E+00,
743,Suss,Reviewed in India on 20 June 2019,5.0 out of 5 stars,Great ❤,  It has lots of dry fruits.Good and healthy. It has sweetness to it so you don't need to use any extra sugar.  But if you want you can accn to ur taste.Its taste more good wen u mix it with cornflakes.,20-06-19,June,2019,744,5,41,202,,          Helpful,0.00E+00,
744,Ali Husain,Reviewed in India on 18 June 2019,5.0 out of 5 stars,Just go for it,  It so good and tasty. Super healthy. A definite buy,18-06-19,June,2019,745,5,10,53,,          Helpful,0.00E+00,
745,sakshay,Reviewed in India on 18 June 2019,5.0 out of 5 stars,best for breakfast full of fiber and protiens,"  this is a very good and amazing product who don't have time to cook breakfast, this is fast and easy full of nutrients better in taste full of fibers and protein raw nuts and much more.I recommend it for the best breakfast in a hurry.",18-06-19,June,2019,746,5,45,236,,          Helpful,0.00E+00,
746,RS,Reviewed in India on 17 June 2019,1.0 out of 5 stars,Not Good.,"  Very hard, full of Sugar.",17-06-19,June,2019,747,1,5,27,,          Helpful,0.00E+00,
747,FORCE INDIA,Reviewed in India on 9 June 2019,5.0 out of 5 stars,Nice,  I loved it !,09-06-19,June,2019,748,5,4,14,,          Helpful,0.00E+00,
748,Mritunjay Kumar,Reviewed in India on 7 June 2019,5.0 out of 5 stars,Good to buy,  Good taste. healthy product,07-06-19,June,2019,749,5,4,29,,          Helpful,0.00E+00,
749,Monica,Reviewed in India on 7 June 2019,5.0 out of 5 stars,Good,  Good,07-06-19,June,2019,750,5,1,6,,"3 people found this helpful

          Helpful",3.00E+00,
750,Ram,Reviewed in India on 7 June 2019,5.0 out of 5 stars,Good musli with lots of fruit chunks and nuts,  It's better than Kellogg's musli and other brands. Taste is decent.,07-06-19,June,2019,751,5,11,69,,          Helpful,0.00E+00,
751,Mithun,Reviewed in India on 6 June 2019,5.0 out of 5 stars,Nice,  I like it..,06-06-19,June,2019,752,5,3,13,,          Helpful,0.00E+00,
752,Pooja Devlekar,Reviewed in India on 4 June 2019,5.0 out of 5 stars,Excellent,  Loving the taste and the quantity of seeds and nuts in this. Adding more flavors or variants would be a plus. Overall I am addicted to this cereal.,04-06-19,June,2019,753,5,28,149,,          Helpful,0.00E+00,
753,Shiv Shankar Ash,Reviewed in India on 3 June 2019,5.0 out of 5 stars,One of the best muesli,  Very scrumptious,03-06-19,June,2019,754,5,2,18,,          Helpful,0.00E+00,
754,aravind p nair,Reviewed in India on 3 June 2019,1.0 out of 5 stars,Plz don't by this item Vry bed test,  Not gud item,03-06-19,June,2019,755,1,3,14,,          Helpful,0.00E+00,
755,Krishna,Reviewed in India on 3 June 2019,5.0 out of 5 stars,Taste is very good and yummy..,  Recommended to buy. Super crunchy flavour... Yyyuuummmm,03-06-19,June,2019,756,5,7,57,,"5 people found this helpful

          Helpful",5.00E+00,
756,Viney Sagar,Reviewed in India on 1 June 2019,4.0 out of 5 stars,Best,  Best,01-06-19,June,2019,757,4,1,6,,          Helpful,0.00E+00,
757,vivek,Reviewed in India on 31 May 2019,5.0 out of 5 stars,Thanq,  Value for money please increas quantity more,31-05-19,May,2019,758,5,7,46,,          Helpful,0.00E+00,
758,pallavi,Reviewed in India on 30 May 2019,5.0 out of 5 stars,Best among the morning cereals,  I have tried different Muesli brands. This one so far is the best one and more close to original Swiss Muesli. Too bad that it is not available in my local supermarket. I have to order this every time through Amazon only.,30-05-19,May,2019,759,5,42,223,,          Helpful,0.00E+00,
759,UTKARSH SHARMA,Reviewed in India on 30 May 2019,5.0 out of 5 stars,"Good Muesli, overpriced on Amazon",  I found this for 200/- in the local general store.The Chocolate flavour is good too.,30-05-19,May,2019,760,5,15,86,,          Helpful,0.00E+00,
760,Sayon Overseas,Reviewed in India on 29 May 2019,4.0 out of 5 stars,Can buy once,  Good. Can buy once,29-05-19,May,2019,761,4,4,20,,          Helpful,0.00E+00,
761,Amazon Customer,Reviewed in India on 29 May 2019,4.0 out of 5 stars,Taking too much time,  Good,29-05-19,May,2019,762,4,1,6,,          Helpful,0.00E+00,
762,anvi,Reviewed in India on 29 May 2019,5.0 out of 5 stars,7007118461,  I love it,29-05-19,May,2019,763,5,3,11,,          Helpful,0.00E+00,
763,Amazon Customer,Reviewed in India on 27 May 2019,5.0 out of 5 stars,Dub dub,  Good,27-05-19,May,2019,764,5,1,6,,"2 people found this helpful

          Helpful",2.00E+00,
764,Pooja Devlekar,Reviewed in India on 27 May 2019,2.0 out of 5 stars,Disappointed,"  The Muesli had very little nuts and a lot of seeds. Some of the raisins still had their stems/twigs attached to the fruit, suggesting they were not cleaned before mixing. Didn't enjoy the product as much as I had thought I will. Big disappointment.",27-05-19,May,2019,765,2,44,250,,          Helpful,0.00E+00,
765,Shiv Shankar Ash,Reviewed in India on 26 May 2019,5.0 out of 5 stars,Nice taste.,  Healthy food and I will buy it again.,26-05-19,May,2019,766,5,8,39,,          Helpful,0.00E+00,
766,dilip,Reviewed in India on 25 May 2019,5.0 out of 5 stars,Just wow,  Amazing product ...i was using healthkart cereal but in regular it become worse in test but this is amazing test ...just go for it...i have brought many brands but found those cheater who put false rating ...but now found good one ..and I'm not writing bcz i have been paid... I'm writing bcz no one's money should be wested,25-05-19,May,2019,767,5,59,326,,          Helpful,0.00E+00,
767,kanhaiya,Reviewed in India on 25 May 2019,4.0 out of 5 stars,Delicious,"  It got my 12 year old to eat muesli for breakfast, which is a good thing!",25-05-19,May,2019,768,4,16,75,,          Helpful,0.00E+00,
768,Sneha,Reviewed in India on 23 May 2019,5.0 out of 5 stars,Excellent Mueseli,"  Excellent product way ahead then baggry & Kellogg’s, less sugar good packaging in ziplock pouch..",23-05-19,May,2019,769,5,15,99,,          Helpful,0.00E+00,
769,Prachi Jain,Reviewed in India on 23 May 2019,3.0 out of 5 stars,Cream biscuit/waffers taste..not good,  Taste is like strawberry cream biscuit/waffers..not for those who are planning to reduce weight..Please choose kellog's Muesli fruit instead..it has better taste..if you are on strict diet then please choose Baggry's muesli which is plain and not sweet at all..Tried Yogabar once and going back to Kellog's..,23-05-19,May,2019,770,3,47,310,,          Helpful,0.00E+00,
770,JLG,Reviewed in India on 22 May 2019,5.0 out of 5 stars,"Healthy, delicious and worth the money","  Tastes good and healthy too.. a good replacement for breakfast esp. If work timings are tight for cooking a elaborate breakfast... i have it with honey, milk and dates syrup... love the combo",22-05-19,May,2019,771,5,33,193,,          Helpful,0.00E+00,
771,Jay,Reviewed in India on 21 May 2019,4.0 out of 5 stars,"Good quality, excellent packaging",  Bought this as it is one of the very few muesli with seeds. I'd have preferred a more crunchy texture but it isn't so bad. Ingredients used seem to be of good quality especially the raisins but are a bit too large for my liking. The packaging is really good. The muesli is in a resealable pouch with one transparent side which helps check the level of cereal remaining,21-05-19,May,2019,772,4,69,370,,          Helpful,0.00E+00,
772,Shaurya mishra,Reviewed in India on 19 May 2019,2.0 out of 5 stars,Bad experiance,  Very less protien. 50 gm =  6 gm protien..  Bulshit.  Atleast 20 gm protien should be there... Protien is most important nutrient.,19-05-19,May,2019,773,2,22,132,,          Helpful,0.00E+00,
773,Amazon Customer,Reviewed in India on 16 May 2019,5.0 out of 5 stars,Good job yogabar,  Its a nice balanced breakfast. Just add milk. And you are ready to eat. Nice crunch of seeds and sweetness of fruits. You dont need to add any sugar at all. Starts my day well.,16-05-19,May,2019,774,5,35,178,,"One person found this helpful

          Helpful",1.00E+00,
774,Kiran,Reviewed in India on 14 May 2019,3.0 out of 5 stars,Tastes yuck,  Taste damn bad nd others r much better i think taste wise.,14-05-19,May,2019,775,3,12,60,,          Helpful,0.00E+00,
775,Piyush agrawal,Reviewed in India on 13 May 2019,5.0 out of 5 stars,Loving it,"  OMG this is the best muesli i have ever tasted. No added sugar, but the fruits more than make up for the taste. Go for it",13-05-19,May,2019,776,5,26,123,,          Helpful,0.00E+00,
776,Pooja Devlekar,Reviewed in India on 11 May 2019,5.0 out of 5 stars,Really good when compared to commercial brands like Kelloggs,  The quality of the ingredients is good when compared to commercial brands like Kelloggs. Will definitely buy again!!,11-05-19,May,2019,777,5,18,118,,          Helpful,0.00E+00,
777,Shiv Shankar Ash,Reviewed in India on 10 May 2019,3.0 out of 5 stars,Just adding nuts and berries Doesn't make it good,  Just adding nuts and berries Doesn't make it good,10-05-19,May,2019,778,3,9,51,,          Helpful,0.00E+00,
778,शंभूराजे,Reviewed in India on 9 May 2019,5.0 out of 5 stars,Must have breakfast muesli...,  Price should be a little less...,09-05-19,May,2019,779,5,6,34,,"One person found this helpful

          Helpful",1.00E+00,
779,Ajitesh,Reviewed in India on 8 May 2019,5.0 out of 5 stars,Good product,"  Quality is excellent, a bit costly thou",08-05-19,May,2019,780,5,7,41,,          Helpful,0.00E+00,
780,anita garasiya,Reviewed in India on 4 May 2019,5.0 out of 5 stars,Good product,  Flavour and taste both good,04-05-19,May,2019,781,5,5,29,,          Helpful,0.00E+00,
781,akash,Reviewed in India on 3 May 2019,2.0 out of 5 stars,normal,  not that great just ok quality and taste. tried first time this brand not a happy experience. will buy different items now and make it at home,03-05-19,May,2019,782,2,27,144,,          Helpful,0.00E+00,
782,Soma,Reviewed in India on 3 May 2019,3.0 out of 5 stars,Small stone found in muesli :(,  Found small stone in muesli.... Very disappointed on very first day of my diet.,03-05-19,May,2019,783,3,14,81,,          Helpful,0.00E+00,
783,vish,Reviewed in India on 2 May 2019,5.0 out of 5 stars,Good cereal,"  Although the product is a bit more on the expensive side, the quality of the cereal is really good and has lots of nuts and berries which are not sugar coated.",02-05-19,May,2019,784,5,31,161,,          Helpful,0.00E+00,
784,LR.,Reviewed in India on 27 April 2019,3.0 out of 5 stars,🌟🌟🌟,  👎,27-04-19,April,2019,785,3,1,3,,          Helpful,0.00E+00,
785,Archo91,Reviewed in India on 26 April 2019,5.0 out of 5 stars,Good,  Good taste,26-04-19,April,2019,786,5,2,12,,          Helpful,0.00E+00,
786,Saroj,Reviewed in India on 23 April 2019,5.0 out of 5 stars,Le skte ho,  Shandar taste,23-04-19,April,2019,787,5,2,15,,          Helpful,0.00E+00,
787,Sindhu,Reviewed in India on 19 April 2019,5.0 out of 5 stars,Go for it,  Im searching for best musli that contains low sugar and have natural ingredients. Im searching from last 3/4 months and I finally get this that satisfies my expectations,19-04-19,April,2019,788,5,28,171,,          Helpful,0.00E+00,
788,Pooja Devlekar,Reviewed in India on 17 April 2019,5.0 out of 5 stars,Healthy & Tasty,  Good healthy product with great taste.,17-04-19,April,2019,789,5,6,40,,          Helpful,0.00E+00,
789,Shiv Shankar Ash,Reviewed in India on 16 April 2019,5.0 out of 5 stars,Best morning breakfast,  Taste is best and quality is good .. Don't think about go for it,16-04-19,April,2019,790,5,14,66,,          Helpful,0.00E+00,
790,ANUJ khanna,Reviewed in India on 15 April 2019,5.0 out of 5 stars,Very nice food,  Really good,15-04-19,April,2019,791,5,2,13,,          Helpful,0.00E+00,
791,"Mrs. D'Silva, Mangalore, Karnataka",Reviewed in India on 9 April 2019,5.0 out of 5 stars,Health y,  Tasty,09-04-19,April,2019,792,5,1,7,,          Helpful,0.00E+00,
792,Kagalkar,Reviewed in India on 9 April 2019,5.0 out of 5 stars,Very good,  Healthy and testy,09-04-19,April,2019,793,5,3,19,,          Helpful,0.00E+00,
793,Debkumar Singha,Reviewed in India on 8 April 2019,5.0 out of 5 stars,Super tastey 😋😋😋😋😋😋😋😋,  Super tastey😋😋😋😋 and full of dry fruits. Crunchy and healthy. Go for it. You can take it with both cold or hot milk. Perfect breakfast to kick off the day,08-04-19,April,2019,794,5,30,156,,          Helpful,0.00E+00,
794,Anisha,Reviewed in India on 6 April 2019,4.0 out of 5 stars,Just ok,"  It is crunchy n good,I like the little pumpkin seeds which r un4tunately less in it..I gave 3stars (see update) coz it's very sweet 4me,I dnt eat that much sweet,so I was drinking cold milk with it (without pouring the milk in it,otherwise it wud have lost its crunch)..the milk seem 2help cut down all the sweetness..but the sweetness is not from sugar,it comes from Jaggery that has been added 2it..I dnt love the taste very much,but I dnt dislike it either..if this helps me loose weight a little bit,why not eat it :-)I also got the dark chocolate one,will try it after finishing this1 :-)Try it out :-)Update-after 3-4days of eating this,I started 2like it very much (giving 4stars now)..if I loose weight, I'll give 5stars :-D",06-04-19,April,2019,795,4,128,734,,          Helpful,0.00E+00,
795,Kartikey,Reviewed in India on 5 April 2019,5.0 out of 5 stars,Good Product,  Fresh and Healthy with a combination of fruits & seeds. Good choice for morning breakfast.,05-04-19,April,2019,796,5,15,92,,          Helpful,0.00E+00,
796,Kalidas Nilapalle,Reviewed in India on 4 April 2019,5.0 out of 5 stars,Great in taste !,"  I totally loved this product , both for crunchiness and taste ! The cranberries and raisins add to the sweetness and flavor ; while the crunchy texture of seeds are delightful ! It could have been more affordably priced as its a v healthy family breakfast option , and can be consumed daily .",04-04-19,April,2019,797,5,54,294,,          Helpful,0.00E+00,
797,mia,Reviewed in India on 3 April 2019,5.0 out of 5 stars,Good for Breakfast .,  Tasty and Healthy. No Sugar added . Gives you a prefect breakfast. Also beware that it should be kept in airtight containers. And Some insect might get inside. so keep in hygenic place.,03-04-19,April,2019,798,5,33,187,,          Helpful,0.00E+00,
798,stw 1234,Reviewed in India on 3 April 2019,5.0 out of 5 stars,Quality  breakfast,"  The Muesli is a perfect mixture of Wheat, Corn grits, Rolled Barley, Rolled oats, Rice & Dry Fruits & Nuts- 20%(Raisins, Almonds).It is filled up with Vitamins, Minerals and Antioxidant which is needed for you everyday just mix some fruits what all you like and the best dish is ready for you.",03-04-19,April,2019,799,5,52,295,,          Helpful,0.00E+00,
799,Paresh,Reviewed in India on 3 April 2019,5.0 out of 5 stars,Very Healthy breakfast,  Great taste. Very healthy. Go for it!!,03-04-19,April,2019,800,5,7,40,,          Helpful,0.00E+00,
800,Pooja Devlekar,Reviewed in India on 30 March 2019,5.0 out of 5 stars,Yummy plus healthy,"  You will not get better and healthier muesli in India. Yoga bar guys have ticked all the boxes. Kudos!! Give me marketing job with you guys!! Damn, usp is the quality!!",30-03-19,March,2019,801,5,31,170,,          Helpful,0.00E+00,
801,Shiv Shankar Ash,Reviewed in India on 30 March 2019,5.0 out of 5 stars,Super,  Super,30-03-19,March,2019,802,5,1,7,,          Helpful,0.00E+00,
802,Arun,Reviewed in India on 29 March 2019,1.0 out of 5 stars,Bad choice,  Worst product. Taste is very bad... Not up to the mark.,29-03-19,March,2019,803,1,11,57,,          Helpful,0.00E+00,
803,Amaaazon customer,Reviewed in India on 29 March 2019,5.0 out of 5 stars,Fruits museli,  Good tasty product,29-03-19,March,2019,804,5,3,20,,"14 people found this helpful

          Helpful",1.40E+01,
804,Rahul Agrawal,Reviewed in India on 28 March 2019,4.0 out of 5 stars,Perfect Morning Cereal,  This is the perfect morning breakfast cereal for the job-goers.,28-03-19,March,2019,805,4,10,65,,          Helpful,0.00E+00,
805,DrPandya,Reviewed in India on 27 March 2019,5.0 out of 5 stars,Healthy Tasty,"  Nice productAS IT CONTAINS VERY LESS HARMFUL 3 SSODIUM ,SATURATES AND SUGARI LIKED THE PRODUCTDEFINITELY ONE SHOULD BUY THIS MUESLI IF SOMEONE IS VERY HEALTH CONSIOUS",27-03-19,March,2019,806,5,26,168,,          Helpful,0.00E+00,
806,Patricia Vishwanathan,Reviewed in India on 27 March 2019,5.0 out of 5 stars,Good source,  Good for breakfast,27-03-19,March,2019,807,5,3,20,,          Helpful,0.00E+00,
807,Anukampa,Reviewed in India on 24 March 2019,5.0 out of 5 stars,Delicious and healthy,  Very nutritious and tasty!,24-03-19,March,2019,808,5,4,28,,"2 people found this helpful

          Helpful",2.00E+00,
808,Amzn consumer,Reviewed in India on 23 March 2019,1.0 out of 5 stars,didnt like it,  Not that tasty,23-03-19,March,2019,809,1,3,16,,          Helpful,0.00E+00,
809,Ravi Sharma,Reviewed in India on 21 March 2019,5.0 out of 5 stars,Healthy snack,"  The product is best for my morning brkfast and pre/post workout. The taste is just fine, with the sweetness coming from natural ingredients. It makes a good rich in fibre, protien and carbs all in one snack. Hope it makes. Delivery by Amazon was on time.",21-03-19,March,2019,810,5,46,256,,          Helpful,0.00E+00,
810,Akshita Dhiman,Reviewed in India on 20 March 2019,4.0 out of 5 stars,Good,  Good,20-03-19,March,2019,811,4,1,6,,          Helpful,0.00E+00,
811,Rashmi Udani,Reviewed in India on 17 March 2019,5.0 out of 5 stars,Healthy and tasty,  It’s great so far .,17-03-19,March,2019,812,5,5,21,,"4 people found this helpful

          Helpful",4.00E+00,
812,Pooja Devlekar,Reviewed in India on 17 March 2019,5.0 out of 5 stars,Perfect Start with healthy breakfast,"  Healthy breakfast with rolled and toasted whole grain flakes with raisins, apricots, cranberries, pumpkin seeds & nutsVery Good smell and perfect tasteI am loving itIdeal for Perfect Start with healthy breakfast",17-03-19,March,2019,813,5,31,213,,          Helpful,0.00E+00,
813,Shiv Shankar Ash,Reviewed in India on 17 March 2019,1.0 out of 5 stars,Stale and Smelly,"  The first product was awesome. The repeat order was super stale, thready and sticky.. It smelled like yuck",17-03-19,March,2019,814,1,18,108,,          Helpful,0.00E+00,
814,DSood,Reviewed in India on 17 March 2019,5.0 out of 5 stars,Yoga bar ❤️,  I keep searching for breakfast which takes less time to get prepared and which should be healthy and tasty.This fits my taste well as well as fits my budget too. It's very healthy and tasty.,17-03-19,March,2019,815,5,35,192,,          Helpful,0.00E+00,
815,Bhavuk Taneja,Reviewed in India on 17 March 2019,5.0 out of 5 stars,Good product,"  Have lots of seeds,nuts n berries. Goid product n worth the price",17-03-19,March,2019,816,5,12,67,,          Helpful,0.00E+00,
