,Customer Name,Review,Ratingsint,Word_Length,Character_Length
775,Piyush agrawal,"  OMG this is the best muesli i have ever tasted. No added sugar, but the fruits more than make up for the taste. Go for it",5.0,26,123
776,Pooja Devlekar,  The quality of the ingredients is good when compared to commercial brands like Kelloggs. Will definitely buy again!!,5.0,18,118
777,Shiv Shankar Ash,  Just adding nuts and berries Doesn't make it good,3.0,9,51
778,शंभूराजे,  Price should be a little less...,5.0,6,34
779,Ajitesh,"  Quality is excellent, a bit costly thou",5.0,7,41
780,anita garasiya,  Flavour and taste both good,5.0,5,29
781,akash,  not that great just ok quality and taste. tried first time this brand not a happy experience. will buy different items now and make it at home,2.0,27,144
782,Soma,  Found small stone in muesli.... Very disappointed on very first day of my diet.,3.0,14,81
783,vish,"  Although the product is a bit more on the expensive side, the quality of the cereal is really good and has lots of nuts and berries which are not sugar coated.",5.0,31,161
784,LR.,  👎,3.0,1,3
785,Archo91,  Good taste,5.0,2,12
786,Saroj,  Shandar taste,5.0,2,15
787,Sindhu,  Im searching for best musli that contains low sugar and have natural ingredients. Im searching from last 3/4 months and I finally get this that satisfies my expectations,5.0,28,171
788,Pooja Devlekar,  Good healthy product with great taste.,5.0,6,40
789,Shiv Shankar Ash,  Taste is best and quality is good .. Don't think about go for it,5.0,14,66
790,ANUJ khanna,  Really good,5.0,2,13
791,"Mrs. D'Silva, Mangalore, Karnataka",  Tasty,5.0,1,7
792,Kagalkar,  Healthy and testy,5.0,3,19
793,Debkumar Singha,  Super tastey😋😋😋😋 and full of dry fruits. Crunchy and healthy. Go for it. You can take it with both cold or hot milk. Perfect breakfast to kick off the day,5.0,30,156
794,Anisha,"  It is crunchy n good,I like the little pumpkin seeds which r un4tunately less in it..I gave 3stars (see update) coz it's very sweet 4me,I dnt eat that much sweet,so I was drinking cold milk with it (without pouring the milk in it,otherwise it wud have lost its crunch)..the milk seem 2help cut down all the sweetness..but the sweetness is not from sugar,it comes from Jaggery that has been added 2it..I dnt love the taste very much,but I dnt dislike it either..if this helps me loose weight a little bit,why not eat it :-)I also got the dark chocolate one,will try it after finishing this1 :-)Try it out :-)Update-after 3-4days of eating this,I started 2like it very much (giving 4stars now)..if I loose weight, I'll give 5stars :-D",4.0,128,734
795,Kartikey,  Fresh and Healthy with a combination of fruits & seeds. Good choice for morning breakfast.,5.0,15,92
796,Kalidas Nilapalle,"  I totally loved this product , both for crunchiness and taste ! The cranberries and raisins add to the sweetness and flavor ; while the crunchy texture of seeds are delightful ! It could have been more affordably priced as its a v healthy family breakfast option , and can be consumed daily .",5.0,54,294
797,mia,  Tasty and Healthy. No Sugar added . Gives you a prefect breakfast. Also beware that it should be kept in airtight containers. And Some insect might get inside. so keep in hygenic place.,5.0,33,187
798,stw 1234,"  The Muesli is a perfect mixture of Wheat, Corn grits, Rolled Barley, Rolled oats, Rice & Dry Fruits & Nuts- 20%(Raisins, Almonds).It is filled up with Vitamins, Minerals and Antioxidant which is needed for you everyday just mix some fruits what all you like and the best dish is ready for you.",5.0,52,295
799,Paresh,  Great taste. Very healthy. Go for it!!,5.0,7,40
800,Pooja Devlekar,"  You will not get better and healthier muesli in India. Yoga bar guys have ticked all the boxes. Kudos!! Give me marketing job with you guys!! Damn, usp is the quality!!",5.0,31,170
801,Shiv Shankar Ash,  Super,5.0,1,7
802,Arun,  Worst product. Taste is very bad... Not up to the mark.,1.0,11,57
803,Amaaazon customer,  Good tasty product,5.0,3,20
804,Rahul Agrawal,  This is the perfect morning breakfast cereal for the job-goers.,4.0,10,65
805,DrPandya,"  Nice productAS IT CONTAINS VERY LESS HARMFUL 3 SSODIUM ,SATURATES AND SUGARI LIKED THE PRODUCTDEFINITELY ONE SHOULD BUY THIS MUESLI IF SOMEONE IS VERY HEALTH CONSIOUS",5.0,26,168
806,Patricia Vishwanathan,  Good for breakfast,5.0,3,20
807,Anukampa,  Very nutritious and tasty!,5.0,4,28
808,Amzn consumer,  Not that tasty,1.0,3,16
809,Ravi Sharma,"  The product is best for my morning brkfast and pre/post workout. The taste is just fine, with the sweetness coming from natural ingredients. It makes a good rich in fibre, protien and carbs all in one snack. Hope it makes. Delivery by Amazon was on time.",5.0,46,256
810,Akshita Dhiman,  Good,4.0,1,6
811,Rashmi Udani,  It’s great so far .,5.0,5,21
812,Pooja Devlekar,"  Healthy breakfast with rolled and toasted whole grain flakes with raisins, apricots, cranberries, pumpkin seeds & nutsVery Good smell and perfect tasteI am loving itIdeal for Perfect Start with healthy breakfast",5.0,31,213
813,Shiv Shankar Ash,"  The first product was awesome. The repeat order was super stale, thready and sticky.. It smelled like yuck",1.0,18,108
814,DSood,  I keep searching for breakfast which takes less time to get prepared and which should be healthy and tasty.This fits my taste well as well as fits my budget too. It's very healthy and tasty.,5.0,35,192
815,Bhavuk Taneja,"  Have lots of seeds,nuts n berries. Goid product n worth the price",5.0,12,67
816,Amazon Customer,"  This is an excellent dietary supplement for persons suffering from gluten allergy and autoimmune disease, coeliac disease.Can have It also plain without milk or yoghurt.",5.0,25,171
817,Shanu Maurya,  Tatar’s is amazing,5.0,3,20
818,ankita r.,  Its good,5.0,2,10
819,Shivam Tyagi,"  This is for someone who would like to go on a strict diet. The taste of fruits and nuts especially cranberry will be something that you will crave for. You can add it to Milk, curd, orange juice or simply have it as it is. Yogabar has now become a known brand for Museli and bars. The Museli is really very tasty and crunchy, full of nutritious value and lots of fibre.",5.0,72,371
820,amit,"  A welcome change from the standard breakfast cereals, great nutritional value and taste. Good quality raisins and cereals make it a delight to eat. Apart from having it in breakfast I use it for quick snacking which is healthy and tasty. Loving it.",5.0,43,250
821,Rohan,  I personally liked dark chocolate flavour more but even this one is as good as the Chocolate variant in terms of quality and content.Its a great buy.,5.0,27,151
822,pramod kumar,"  Just okay not good, very sweeter & feel much additives.no any natural feel",2.0,13,76
823,Genuine customer,  I like this product.,4.0,4,22
824,Pooja Devlekar,  Yogabar stood out in terms of taste and ingredients when compared with other popular breakfast mueslis like Kellogg's. It comes with various beneficial seeds and dried fruits and is not excessively sweet which usually is usually the case. Would definitely repurchase this but it just takes a lot of time to arrive.,4.0,52,316
825,Shiv Shankar Ash,"  This muesli taste very good , all the indegreants are very healthy, oats , flax seeds , carnberries , almonds , kishmish and many more things makes the greath taste and makes it healthy also",5.0,35,192
826,ritika17✔,"  It is far better than Baggry's, Kellogs & a little better than Gaiaa. I highly recommend this & am buying this again for sure.",5.0,24,128
827,Shalakka,  Just wow... better than other mixed fruit muesli this is the perfect combination.Suggest you to do not add sugar just take luke warm or cold milk mix Muesli and wait for just 2-3 mins and then enjoy.,5.0,37,201
828,Tejaswini,  Good product.,5.0,2,15
829,Utpal Kalita,"  Good product . Timely delivered.this classic tasting muesli will help you achieve all your weight management goals . Made from 100% natural ingredients. Rich in nuts and dried fruits like almonds , raisins , cranberries, apricot. Light yet filling breakfast",5.0,40,259
830,Manu Gupta,"  The packaging was good , muesli was inside the box in airtight bag. Its taste yummy and very health for breakfast. I love it this is my favourite flavour. I will more buy more in future.",5.0,36,188
831,Swapan,"  after the bars , the museli is also tasty and  can be had for breakfast lunch dinner or even otherwise.  Good stuff....",5.0,22,121
832,Hari Santhosh,  Taste wise it's 👌.. I liked it. Very healthy.,5.0,9,47
833,Saurabh,  Taste really good. Nuts and seeds are in good quantity.,5.0,10,57
834,Suraj gupta,"  This is an amazing product, the packet is full of nutricious ingredients and they are yummy too. just add milk of your choice(warm or cold) and add this to it and you are good to go. everything is fresh and crisp.",5.0,41,215
835,Kapil Sharma,  Not at all good product. It contains mostly puffed rice and low cost seeds with negligible dry fruits.,3.0,18,104
836,Pooja Devlekar,  best product but price is to high,2.0,7,35
837,Shiv Shankar Ash,  I've tried all the flavors of Yogabar and this one is my favorite one.The best thing is in budget and have a perfect mix of nuts and grains. A bowl in a breakfast keep my tummy full and energetic.,5.0,39,198
838,mum_n_kiddos,"  Delicious bar that contains everything you need to keep healthy and fit. Protein bars are a great way of supplying your body with protein, carbohydrates, fiber, vitamins, minerals and are perfect replacement of normal meals. ... Protein bars are perfect mix of delicious flavors and superior nutrients.",5.0,47,304
839,Shobhi,"  This is a very good breakfast snack loaded with fruits, nuts, seeds and muesli which gives you long lasting energy for 4-5 hours continuously. it helps you to stay fit and lean without skipping any meal.Some of good things about it:1. It contains complex carbohydrates from quinoaz oats and brown rice. Hence, it will not increase your blood sugar level.2. It is very delicious and tasty. I bought strawberry flavour and I feel like eating ice cream.3. Flex and chia seeds contained in it gives you a good dose of fiber so you won't get problems like constipation.4. It is very high in protein so if if you're someone who wanted to build muscle mass then use this.",5.0,118,666
840,PS...,"  Morning breakfast is now easy with this delicious crunchy muesli. Me being a fruits and nuts lover, loved it and it has all berries  which gives awesome taste. All healthy ingredients like oats, brown rice flakes, raisins, cranberries, apricots. Black currants ,quinoa, pumpkin, chia and flax seeds, this is a combined mixture of all healthy foods. Just 200 calories and I am sorted in morning. Tastes best with cold milk. Even it makes a great dry snacking option anytime during the day. Perfect when you are on balanced diet and will recommend you all to give it a try.",5.0,99,573
841,Priyanka,"  YogaBar offers variety of museli's and must say this flavour is delicious and healthy. The presence of rich nuts and dried fruits along with cranberries, apricots and other ingredients make a perfect super lovely breakfast for me. It makes my stomach full and also make me stay fit. Thanks to yogabar for such amazing healthy food",5.0,56,332
842,sameer Khan,"  I have been yogabar breakfast bars fan. So, I thought of giving the muesli a try. I was using kellogs muesli from a long time that tasted great but i was not liking huge corn flakes in it..So, at first the muesli taste was a little weird as i was used to diff muesli.. but second time onwards i liked the taste. It's great quality muesli.",4.0,66,340
843,Pramod Raikar,  I love to start my day with Yoga Bars...too delicious and healthy.I wish to buy this in large package.,5.0,19,104
844,King,"  Amazing product, taste is excellent.",4.0,5,38
845,Ranadheep,"  I have tried yogabar cereal bars and they were great, good quality ingredients and not too sweet. I stumbled upon their Muesli and as per Swiss Muesli style. It turned to be great.",5.0,33,182
846,Jay,"  I have been a regular consumer of cerals over the past few years and have tasted quite a few. Viz. Dorset, kellogs muesli etc. Yoga is quite a healthy mix of seeds, oats fruits and overall likeable to the Indian palate. Would wish for a higher portion of fruit. Would rate it 4 stars over the other Indian cereals available.",4.0,60,326
847,Jaideep Khanduja,  The product is very good for health,4.0,7,37
848,Pooja Devlekar,  Best snack for anybody! Just loved it!!,5.0,7,41
849,Shiv Shankar Ash,  liked for both its taste and purpose of delivering health.,4.0,10,60
850,Mandrake,  Great breakfast option. My favourite is the chocolate version but everyone in the family prefers different flavours. They are all delicious and healthy. I'm happy to have found a great breakfast option.,5.0,32,204
851,AmCust,"  I have always liked yogabars energy and protein bars, so when they launched Muesli tried it. It is really good and supports guilt free consumption as it's all natural..!!",5.0,29,172
852,giriharan,  Has good quantity of fruits and seedsHealthy ingredientsTotally happy with the product,5.0,12,88
853,santhosh,  It's awesome with multi seeds & cranberries.,4.0,7,46
854,JEDx,  Yum yum yum,5.0,3,13
855,Z,"  I really want to applaud the ppl at yogabar who come up with such great combinations, the perfect taste, they have mastered the art of what will taste the best with what. I’m so happy with all the ingredients and how they complement each other and taste great with milk/yoghurt! Best buy!",5.0,52,290
856,Cheryl d’souza,   A mix of healthy and nutritious ingredients this mueseli makes for the perfect healthy breakfast to start your day.,5.0,19,118
857,Pooja Devlekar,   It's very tasty and affordable and filled with all the goodies needed for your diet,5.0,15,86
858,Asif Ahamad,  Includes nuts of more quality than dry fruits.. So it is not worth for what we are spending,3.0,18,93
859,Deepesh V,  Okayish taste...,3.0,2,18
